age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,predicted_output,actual_output
37,4,0,1,16,1,0,2,30,8,638,1,-1,0,0,1
31,10,1,1,6,0,0,0,4,6,121,4,-1,0,1,1
60,5,1,1,194,0,1,0,30,5,61,5,-1,0,0,0
41,1,0,1,5291,1,0,2,14,8,1423,3,-1,0,1,1
48,4,2,2,830,0,0,0,25,1,961,4,-1,0,1,1
30,7,0,1,0,0,0,0,29,4,89,1,-1,0,0,0
49,4,1,2,342,0,0,0,30,4,433,2,228,1,1,0
33,2,2,2,300,1,1,0,30,4,922,5,-1,0,1,1
34,4,2,2,1396,1,0,0,17,5,630,1,-1,0,1,0
32,6,1,0,286,1,0,0,6,1,175,1,-1,0,0,0
34,9,2,1,161,0,1,0,8,1,61,2,-1,0,0,0
28,4,2,2,9314,0,0,0,2,5,276,2,-1,0,0,1
21,8,2,0,423,0,0,1,18,4,287,5,285,5,1,1
57,1,1,0,23,1,0,1,31,5,25,8,-1,0,0,0
45,4,1,2,786,0,0,0,10,11,84,3,-1,0,0,1
35,1,0,0,1792,1,0,0,31,5,630,6,-1,0,1,1
47,0,1,1,368,0,0,0,23,3,269,1,187,5,1,1
42,1,1,1,1297,1,0,0,3,0,697,2,-1,0,1,0
64,4,1,3,2352,0,0,0,4,8,153,2,182,11,0,1
56,1,1,1,771,1,1,2,19,6,254,1,-1,0,0,0
62,10,1,1,780,0,0,0,28,1,162,2,-1,0,0,1
49,0,1,1,197,1,0,0,13,0,223,1,182,2,0,1
38,2,1,2,678,0,1,0,18,9,82,2,152,1,0,0
53,1,1,1,136,1,0,2,15,8,99,1,-1,0,0,0
60,9,1,0,4243,1,0,0,4,3,387,1,251,1,1,0
34,0,0,1,627,1,0,2,7,8,283,2,-1,0,0,0
45,7,1,1,561,1,0,2,29,8,340,7,-1,0,0,0
27,3,1,0,-238,0,0,0,14,5,132,4,-1,0,0,0
35,9,2,2,2658,1,0,0,19,1,768,2,141,3,1,1
36,4,2,1,1511,1,0,0,16,9,270,1,-1,0,0,1
26,0,2,1,1327,0,0,0,30,7,171,4,-1,0,1,0
41,9,2,3,356,1,0,2,13,8,93,2,-1,0,0,0
37,9,1,1,157,1,0,2,7,8,238,2,-1,0,0,0
31,9,2,2,24,0,0,0,21,1,246,2,-1,0,0,0
24,1,2,1,-203,1,0,2,12,6,465,3,-1,0,1,1
47,9,1,1,1167,1,0,0,4,1,505,1,96,6,1,1
38,9,1,1,6728,0,0,0,25,9,232,1,96,4,1,1
77,5,1,2,7802,0,0,1,1,3,483,2,-1,0,1,1
34,3,0,0,46,1,0,1,11,5,31,2,-1,0,0,0
23,1,1,1,272,0,0,0,14,1,100,2,-1,0,1,1
31,9,2,2,967,0,0,0,21,9,210,3,-1,0,1,0
37,4,2,2,72,1,1,0,20,0,885,5,150,7,0,1
25,1,2,0,17,1,0,2,13,8,97,2,-1,0,0,0
34,10,1,1,978,0,0,0,3,6,262,2,71,1,1,1
50,1,0,1,204,1,1,2,14,8,421,1,-1,0,0,0
36,1,1,1,274,1,0,2,16,6,686,11,-1,0,1,1
60,3,1,1,0,0,0,1,3,1,676,2,181,5,1,1
58,3,1,0,435,1,0,1,28,5,122,6,-1,0,0,0
63,5,1,1,2896,0,0,0,4,7,180,2,-1,0,1,1
38,1,1,0,362,1,0,2,8,8,100,5,-1,0,0,0
32,1,2,2,3014,1,0,0,7,8,291,2,-1,0,0,0
38,6,0,1,2674,1,0,2,19,6,163,2,-1,0,0,0
39,1,1,1,11854,1,0,0,15,8,15,9,-1,0,0,0
46,0,0,1,2087,0,0,0,1,6,111,1,119,4,0,0
44,1,1,1,1397,0,0,0,20,9,326,1,-1,0,1,0
25,6,1,2,1182,1,0,2,26,8,141,2,-1,0,0,0
40,8,1,1,260,0,0,0,19,9,52,1,152,6,0,0
60,5,0,2,2,0,0,0,2,7,228,4,390,2,1,1
47,0,1,1,663,1,1,0,12,8,409,1,274,6,0,1
49,9,0,1,5,0,0,0,19,1,131,2,-1,0,0,0
47,9,1,2,1694,0,1,2,20,6,560,3,-1,0,1,1
55,1,1,3,6134,0,0,0,6,1,127,2,-1,0,0,0
25,0,2,1,2816,0,0,0,30,0,327,1,-1,0,1,1
25,1,2,1,303,0,0,0,18,6,252,1,92,1,1,1
31,9,2,2,969,0,0,0,15,6,95,1,-1,0,0,0
58,1,1,1,1298,1,0,2,29,8,516,4,-1,0,0,0
32,1,1,1,1,1,0,2,8,8,102,1,-1,0,0,0
50,4,0,2,299,0,0,0,17,9,666,3,-1,0,1,0
50,4,2,1,4527,1,0,0,14,8,140,1,-1,0,0,0
52,0,1,1,299,0,0,0,19,9,310,4,-1,0,1,0
56,4,1,2,705,0,0,0,19,9,164,2,-1,0,0,0
61,5,1,0,197,0,0,0,17,3,113,1,-1,0,0,1
32,7,1,1,-34,1,0,2,30,8,1236,2,-1,0,1,1
27,9,2,2,11862,0,0,0,20,1,217,1,87,6,1,1
32,1,1,1,-1,1,0,2,9,8,653,1,-1,0,0,1
25,9,2,1,4718,0,0,0,24,5,709,1,-1,0,1,1
67,5,1,0,942,0,0,0,6,9,455,2,84,2,1,1
44,2,1,2,624,0,0,1,14,1,552,2,-1,0,1,1
34,1,1,1,199,1,0,2,8,8,627,3,-1,0,0,0
38,7,1,1,105,0,0,0,30,5,244,2,-1,0,0,0
61,5,1,0,56,0,0,0,7,11,288,3,-1,0,1,1
30,4,2,2,218,0,0,2,3,6,75,1,-1,0,0,0
49,4,0,1,-46,1,0,2,9,6,1055,10,-1,0,1,1
60,5,1,1,2060,0,0,0,26,7,454,1,88,3,1,0
36,4,1,2,630,0,0,0,2,3,285,1,-1,0,0,1
51,5,2,2,730,1,0,2,18,9,287,2,-1,0,1,0
35,9,1,2,108,1,0,0,31,5,65,3,-1,0,0,0
31,0,2,1,131,1,0,0,15,6,151,1,-1,0,1,1
41,1,1,1,0,1,0,0,1,0,625,2,-1,0,1,0
34,9,1,2,8029,1,0,0,14,1,593,4,-1,0,0,1
42,9,1,1,3082,0,0,0,11,11,285,1,-1,0,1,1
46,0,1,1,1252,1,1,0,17,9,59,1,-1,0,0,0
33,4,1,1,336,0,0,0,15,0,179,3,-1,0,1,1
44,9,1,1,7863,0,0,0,26,1,59,6,-1,0,0,0
53,4,1,2,800,0,0,0,18,9,90,1,-1,0,0,0
33,1,1,1,202,1,0,0,17,0,377,1,-1,0,0,0
39,1,2,1,29,1,0,2,7,8,214,2,-1,0,0,0
56,7,1,1,654,0,0,0,15,11,875,1,-1,0,1,1
29,7,1,1,57,1,0,1,21,5,342,9,-1,0,0,0
57,4,1,2,0,1,0,0,21,9,67,1,-1,0,0,0
35,3,2,1,1015,1,0,2,5,6,406,2,-1,0,0,1
46,9,1,1,940,0,0,0,5,1,1227,2,-1,0,1,1
59,5,1,1,0,0,0,2,5,6,812,1,-1,0,1,1
28,4,2,2,1287,1,0,0,26,3,65,1,-1,0,0,1
38,6,1,1,746,0,0,2,20,6,256,3,-1,0,0,0
31,1,1,1,64,1,0,0,18,5,302,3,-1,0,0,0
45,4,1,2,54,1,0,1,13,8,107,3,-1,0,0,0
56,1,1,1,448,1,1,0,17,8,556,1,181,2,1,1
31,4,2,2,0,1,0,0,8,11,76,1,-1,0,0,0
26,1,1,1,895,1,0,0,4,3,820,3,-1,0,1,0
29,7,2,1,192,0,0,0,30,4,327,4,-1,0,0,0
45,2,1,3,3133,1,1,0,10,5,804,1,-1,0,1,1
34,4,1,2,0,1,0,2,20,8,150,1,-1,0,0,0
37,0,2,1,9,1,0,0,14,8,165,1,-1,0,0,0
30,4,2,2,2876,0,0,0,6,1,103,4,-1,0,0,0
31,4,1,2,6138,0,0,0,16,10,154,2,119,5,1,1
35,4,2,1,-202,1,0,2,20,8,268,3,-1,0,0,0
30,1,2,0,253,1,0,0,5,8,259,1,-1,0,0,1
68,5,0,1,4189,0,0,1,14,5,897,2,-1,0,1,1
59,4,0,2,258,1,0,0,20,0,33,1,173,1,0,0
28,9,2,1,3,0,0,1,18,8,40,8,349,6,0,0
35,4,1,2,82,0,0,0,8,1,507,4,-1,0,1,1
48,9,1,1,10655,0,0,1,31,5,5,3,-1,0,0,0
19,8,2,0,134,0,0,0,27,7,271,2,-1,0,1,1
46,9,1,1,3434,0,1,0,27,3,115,1,-1,0,0,1
39,7,1,1,52,0,0,1,2,3,1420,3,-1,0,1,1
25,4,2,2,2140,0,0,0,1,10,81,1,-1,0,1,0
45,9,0,3,-25,0,1,2,3,5,158,3,-1,0,0,0
35,1,0,1,0,1,0,2,20,8,1205,1,-1,0,1,1
38,1,2,1,1012,1,1,1,17,9,69,1,-1,0,0,0
48,4,2,2,0,0,0,2,18,6,96,3,-1,0,0,0
46,3,1,1,271,1,0,0,30,5,1013,29,-1,0,1,1
34,4,1,2,179,1,0,0,20,9,184,1,-1,0,0,0
48,4,0,2,700,1,0,0,29,1,488,2,-1,0,1,0
26,4,2,2,194,0,0,0,22,0,407,2,-1,0,1,1
57,3,0,0,0,0,0,2,9,6,97,1,-1,0,0,0
35,0,1,1,2374,1,0,0,11,1,765,2,183,5,1,1
32,2,0,1,-934,1,0,0,18,9,50,1,-1,0,0,0
27,4,2,1,178,1,0,2,3,6,732,2,-1,0,1,1
31,7,2,1,671,1,0,2,7,8,193,3,-1,0,0,0
35,9,1,2,-269,1,1,0,14,8,344,4,-1,0,0,0
34,0,2,1,1581,1,1,2,20,8,52,11,-1,0,0,0
51,1,1,1,518,1,0,0,12,8,918,1,-1,0,1,1
45,9,1,1,1412,1,0,0,11,8,764,4,-1,0,1,0
34,7,2,1,528,1,0,0,2,11,121,3,100,5,1,1
45,4,1,3,9051,1,0,2,19,8,124,63,-1,0,0,0
44,1,1,1,-448,1,0,2,18,6,149,2,-1,0,0,0
28,9,2,2,0,1,0,0,15,0,217,2,-1,0,0,0
57,4,1,2,1318,0,0,0,16,10,115,1,185,2,0,1
31,1,2,1,1207,1,0,0,17,0,163,2,-1,0,0,0
31,4,2,2,533,0,0,1,12,8,372,1,90,10,1,1
34,7,0,1,0,1,1,2,20,8,203,1,-1,0,0,0
80,5,1,1,8304,0,0,1,9,6,712,1,64,12,1,1
30,9,2,2,0,0,0,0,28,1,262,6,-1,0,0,0
35,9,0,1,0,0,0,0,25,1,124,4,-1,0,0,0
57,5,1,0,1532,0,0,1,6,3,286,3,-1,0,0,0
49,0,1,1,167,0,1,0,9,5,51,1,-1,0,0,0
34,0,1,1,1499,1,0,0,13,0,186,1,327,2,0,0
77,5,0,1,3417,0,0,0,12,9,134,1,-1,0,0,1
49,9,1,1,412,0,0,0,19,1,1293,8,-1,0,1,1
67,9,1,1,0,0,0,0,13,1,1152,2,188,1,0,0
24,4,1,3,448,0,0,0,14,0,324,1,-1,0,1,1
34,1,1,0,15841,1,0,0,20,0,423,5,-1,0,0,0
53,4,1,2,-601,1,0,2,30,8,509,2,-1,0,1,0
53,0,1,1,578,0,0,0,29,1,59,2,-1,0,0,0
58,7,1,0,65,0,0,2,27,6,162,1,-1,0,0,0
30,4,2,2,2544,0,0,0,9,0,152,2,-1,0,1,1
53,0,2,0,0,1,0,0,7,8,176,1,322,5,0,0
49,4,1,2,5887,0,0,0,4,2,439,3,185,5,1,1
33,4,2,2,2667,1,0,0,18,8,57,1,180,3,0,0
35,9,1,1,518,1,0,0,30,0,616,1,-1,0,1,1
25,4,2,2,316,0,0,0,27,7,347,2,-1,0,1,1
30,1,1,1,486,1,0,2,29,8,1109,3,-1,0,1,1
61,4,1,2,267,0,0,0,21,10,192,3,184,1,1,1
39,9,1,2,437,0,0,1,27,8,186,2,-1,0,0,0
28,2,2,1,1734,1,0,2,3,6,161,3,-1,0,0,0
34,4,1,2,123,0,0,0,3,3,301,3,-1,0,0,1
57,0,1,1,2120,0,0,0,19,1,687,4,-1,0,1,1
49,7,1,2,411,0,0,1,14,8,9,6,-1,0,0,0
34,1,1,1,2308,1,0,2,7,8,1062,1,-1,0,1,0
50,3,2,0,1158,1,0,0,3,3,116,3,265,3,0,0
53,11,1,3,549,0,0,1,28,4,74,2,-1,0,0,0
26,4,2,2,47,1,0,0,18,8,63,1,-1,0,0,0
34,1,1,0,-78,1,0,2,9,8,198,1,-1,0,0,0
31,2,0,1,290,1,0,0,13,0,230,1,-1,0,0,0
41,9,1,2,13,0,0,2,5,6,189,2,-1,0,0,0
39,0,0,1,19,1,0,0,2,5,503,2,147,5,1,1
39,9,1,1,1965,1,0,2,2,6,65,1,-1,0,0,0
55,10,0,1,309,0,0,0,21,10,467,2,184,1,1,1
41,7,1,0,450,1,0,2,14,8,374,2,-1,0,0,0
57,9,0,2,96,0,0,0,21,1,913,4,-1,0,1,1
26,8,2,1,2572,1,0,0,5,8,620,1,-1,0,1,0
39,4,1,1,1880,0,0,0,12,1,768,2,-1,0,1,1
58,0,1,1,826,0,0,2,12,6,885,1,-1,0,1,1
33,4,1,2,0,1,0,0,28,5,54,3,-1,0,0,0
54,6,2,2,384,0,1,0,27,8,200,1,-1,0,0,1
45,0,1,1,1097,1,1,0,2,3,174,1,208,1,0,0
32,0,2,1,184,1,0,2,8,8,230,4,-1,0,0,0
54,0,1,1,865,1,0,0,17,9,71,1,-1,0,0,0
34,6,1,2,1972,1,0,0,23,5,61,2,-1,0,0,0
41,6,0,2,4418,1,0,0,21,9,855,3,-1,0,1,0
31,0,1,1,685,1,0,0,15,8,552,1,329,3,1,1
48,9,2,1,479,0,0,2,20,8,148,5,-1,0,0,0
33,4,1,2,644,1,1,0,3,3,124,2,271,2,1,0
36,1,1,1,537,0,1,0,7,5,206,6,-1,0,0,0
33,4,2,2,816,1,0,0,11,10,383,2,503,2,1,1
32,9,1,1,901,1,0,2,21,8,102,3,-1,0,0,0
34,4,1,2,303,1,0,0,29,4,50,1,195,2,0,0
48,1,1,1,1596,1,0,2,14,8,760,1,-1,0,1,1
71,5,0,2,1236,1,0,0,14,11,335,4,-1,0,1,1
30,9,2,1,816,1,0,2,14,9,179,1,-1,0,1,1
34,4,1,2,828,0,1,0,11,1,1080,3,-1,0,1,1
51,5,1,0,67,0,0,2,18,6,835,1,-1,0,1,1
24,0,2,1,1235,1,1,2,30,8,76,3,-1,0,0,0
50,0,1,1,1575,0,0,0,17,9,407,1,-1,0,1,0
32,7,1,1,109,1,0,2,2,6,364,13,-1,0,0,0
26,1,2,1,184,0,0,0,3,3,110,2,6,1,0,0
25,1,2,1,1243,0,1,0,10,5,1341,7,-1,0,1,1
40,9,0,2,0,0,0,2,17,6,522,1,-1,0,0,1
35,1,1,1,67,0,0,2,20,8,60,6,-1,0,0,0
55,3,1,0,10,0,0,0,4,3,174,3,-1,0,0,0
25,7,2,1,628,0,0,0,8,5,266,1,-1,0,0,0
29,1,1,1,8,1,1,0,10,5,627,1,-1,0,1,1
26,1,1,1,245,1,0,2,28,8,146,2,-1,0,0,0
30,4,1,2,5381,0,0,0,17,9,375,1,-1,0,1,0
25,9,2,1,1231,1,0,0,27,3,412,5,-1,0,1,1
34,0,1,1,79,1,0,2,23,8,83,1,-1,0,0,0
47,4,1,2,0,0,0,2,5,6,265,2,-1,0,0,0
45,0,1,1,0,0,0,0,19,1,145,10,-1,0,0,0
35,2,1,1,2971,0,0,0,4,8,429,4,164,2,1,1
25,8,2,1,154,0,0,0,3,7,141,1,180,2,0,1
31,0,1,1,113,1,0,0,18,9,474,3,-1,0,1,0
45,10,1,0,0,1,0,0,2,3,570,2,-1,0,1,0
40,7,2,1,19343,1,0,0,21,9,13,4,179,4,0,0
52,0,0,1,48,0,1,0,17,9,591,1,-1,0,0,0
36,4,2,3,62,0,0,0,13,5,311,1,91,2,1,1
43,9,2,1,451,0,0,0,12,1,289,2,-1,0,0,1
28,9,2,1,313,0,0,0,9,3,1183,2,-1,0,1,1
45,4,0,1,644,1,0,2,4,6,633,1,-1,0,0,1
40,1,1,0,1206,0,1,1,16,5,201,5,-1,0,0,0
40,4,2,2,0,1,0,0,23,3,228,2,182,6,0,1
36,7,1,1,1177,1,1,0,3,3,50,5,-1,0,0,0
64,6,1,2,661,0,0,0,21,2,367,2,294,2,1,1
36,4,1,2,1352,0,0,2,19,6,2028,1,-1,0,1,1
36,0,1,2,3221,0,0,0,4,8,322,11,-1,0,1,1
40,4,1,2,384,0,0,0,20,0,200,3,327,2,1,0
51,1,1,1,33,0,1,2,16,6,721,3,-1,0,0,1
36,2,0,2,3407,0,0,0,16,7,392,4,-1,0,1,1
38,4,1,2,238,0,0,0,4,1,139,1,92,3,1,1
28,9,2,2,75,1,1,0,5,8,233,2,-1,0,0,0
35,9,0,1,2047,1,0,0,1,10,66,1,-1,0,0,0
53,10,1,1,94,0,0,0,10,1,493,1,181,14,1,1
32,1,2,1,5252,1,0,2,21,8,1162,2,-1,0,1,0
37,4,1,2,238,0,0,0,3,9,149,1,-1,0,0,1
59,5,1,1,1521,1,1,2,14,8,1125,2,-1,0,1,1
39,4,1,2,710,1,0,0,11,5,211,2,-1,0,0,0
61,5,1,1,86,0,0,0,23,10,149,1,-1,0,1,1
46,9,1,1,9299,0,0,0,19,5,1148,1,276,2,1,1
42,1,1,0,2103,1,0,0,13,0,384,2,-1,0,0,1
33,4,2,2,0,0,0,0,11,1,699,7,-1,0,1,1
25,6,2,1,1242,1,0,2,28,8,615,2,-1,0,0,1
49,0,2,2,228,1,0,0,3,11,252,2,93,2,1,1
30,10,2,2,302,0,0,0,11,3,528,3,-1,0,1,1
46,1,1,1,4707,1,0,2,23,8,93,8,-1,0,0,0
30,1,2,1,239,1,0,2,23,8,785,1,-1,0,1,1
34,9,2,1,16,0,0,0,13,1,990,1,-1,0,1,1
49,4,1,2,1887,0,0,0,18,9,244,3,-1,0,1,0
25,7,2,1,333,0,1,0,15,5,1056,2,-1,0,1,1
44,1,1,0,103,1,0,0,12,8,79,1,329,2,0,0
60,5,1,0,1588,0,0,0,6,10,728,1,-1,0,1,1
49,1,1,1,102,0,0,0,29,1,210,2,-1,0,0,0
33,4,2,2,321,0,0,0,22,1,227,2,-1,0,0,0
56,0,2,1,2815,1,0,0,11,11,212,1,-1,0,1,1
28,4,2,2,223,1,0,1,27,1,157,2,119,1,1,1
47,9,1,1,568,1,0,0,12,1,1613,1,-1,0,1,1
57,2,1,1,-525,0,1,0,25,5,337,1,-1,0,0,0
23,8,2,1,107,0,0,0,14,10,84,1,183,1,0,1
36,9,1,2,202,0,0,0,29,4,313,1,120,3,1,1
37,9,1,1,5953,0,0,0,5,1,1113,1,-1,0,1,0
34,0,1,1,804,1,0,0,23,5,256,9,-1,0,0,0
51,1,0,0,-19,1,0,0,13,8,829,1,296,11,0,1
53,4,1,2,597,0,0,2,22,3,392,1,-1,0,1,1
28,1,2,1,-127,1,0,0,4,5,1044,3,-1,0,1,1
35,9,1,1,128,0,1,0,29,4,456,1,205,2,1,0
73,5,0,0,2308,0,0,1,30,7,163,2,-1,0,1,1
47,1,1,0,-58,1,0,0,18,5,92,2,-1,0,0,0
53,0,1,0,228,1,0,2,16,8,97,1,-1,0,0,0
27,6,1,2,10005,1,0,0,14,0,163,3,271,2,1,0
49,9,2,1,9131,1,0,0,18,1,532,1,461,5,0,1
45,1,1,3,1529,1,0,0,13,9,181,1,197,1,0,1
56,5,1,1,1894,1,0,2,15,8,189,1,-1,0,0,0
56,9,1,1,6619,1,0,1,4,9,465,1,-1,0,0,1
60,0,1,1,106,0,0,0,24,3,137,1,187,4,0,1
39,4,0,2,224,0,0,0,5,0,208,1,-1,0,1,1
27,4,2,2,20585,0,0,0,23,11,299,1,100,1,1,1
29,4,1,1,0,1,0,2,2,6,85,4,-1,0,0,0
38,4,1,1,93,0,0,2,3,5,515,2,-1,0,0,0
35,9,2,2,470,1,0,0,25,5,743,13,-1,0,1,1
45,1,1,0,61,0,0,0,17,0,108,1,-1,0,1,0
60,5,1,0,894,1,0,2,15,8,65,7,-1,0,0,0
35,4,0,2,2885,0,0,0,13,1,199,3,43,8,1,1
32,4,1,2,302,1,1,2,23,3,61,1,384,2,0,1
36,4,2,2,13,0,1,0,18,9,106,1,-1,0,0,0
25,4,2,2,2399,1,0,2,3,6,193,2,-1,0,0,0
25,1,2,1,509,0,0,0,5,7,418,1,-1,0,1,1
41,1,1,1,2413,0,0,2,16,6,64,3,-1,0,0,0
25,1,2,1,217,1,0,0,18,8,504,1,-1,0,1,1
32,4,1,2,8929,0,0,0,11,7,126,1,-1,0,1,1
33,0,2,1,61,0,0,0,24,5,286,4,-1,0,0,0
37,9,2,1,4,0,0,0,11,1,933,1,-1,0,1,1
23,4,2,2,1807,0,0,0,27,5,606,1,-1,0,1,1
53,9,1,1,1776,0,0,2,18,6,443,7,-1,0,0,0
59,10,1,1,1625,0,0,0,4,1,198,1,180,2,1,1
26,0,1,1,3415,0,0,0,8,0,209,1,-1,0,1,1
31,9,1,1,477,0,0,0,30,0,146,1,-1,0,0,0
31,8,2,2,64,0,0,0,2,6,261,2,-1,0,1,1
30,7,2,1,140,1,0,0,15,8,760,1,-1,0,1,1
57,10,1,1,890,0,0,0,5,3,343,4,-1,0,0,0
20,8,2,3,755,0,0,0,29,2,284,1,-1,0,0,1
36,9,1,0,0,0,0,2,4,5,584,1,-1,0,1,1
35,2,1,2,1859,1,0,0,14,5,227,2,-1,0,0,0
66,5,1,1,203,0,0,0,18,4,353,1,195,1,1,1
67,5,1,0,1430,0,0,0,11,4,499,2,91,3,1,1
38,2,1,2,898,1,0,2,6,8,132,2,-1,0,0,0
52,3,1,0,256,0,0,0,6,1,137,1,-1,0,0,0
44,1,1,0,2791,0,0,2,18,6,335,1,-1,0,0,0
27,1,2,1,-208,1,0,2,21,8,127,2,-1,0,0,0
38,8,0,2,2946,0,0,0,16,6,605,3,-1,0,1,1
38,4,1,2,536,1,0,0,22,10,234,1,92,1,1,1
25,1,2,1,76,0,1,0,28,5,50,4,-1,0,0,0
27,8,2,1,538,0,0,0,18,2,170,4,197,2,1,1
44,4,1,2,7177,0,0,2,19,6,89,2,-1,0,0,0
35,4,2,2,592,0,1,2,14,8,192,1,-1,0,0,0
60,5,0,1,496,1,0,0,15,8,655,2,-1,0,1,1
32,1,1,1,1,1,0,0,18,9,77,3,-1,0,0,0
60,3,0,1,387,1,0,2,4,6,235,1,-1,0,0,0
31,9,1,2,26,0,1,0,18,9,419,1,127,6,1,1
53,7,1,0,49,0,0,2,28,8,152,1,-1,0,0,0
38,4,1,2,1276,0,0,0,17,8,272,2,182,3,1,1
56,4,1,3,4623,0,0,0,25,3,305,1,192,1,1,1
50,1,1,0,888,0,1,1,10,5,160,3,-1,0,0,0
38,4,1,2,0,1,0,2,20,6,211,2,-1,0,0,0
35,4,2,2,671,1,0,0,10,7,112,1,-1,0,0,1
39,9,1,2,1524,0,0,0,20,0,567,1,-1,0,1,1
39,4,1,2,0,0,0,0,29,1,94,2,-1,0,0,0
62,2,1,1,3904,0,0,1,29,4,403,2,-1,0,0,1
37,1,0,1,719,1,0,0,13,8,118,1,365,1,0,0
38,4,1,2,1308,1,0,0,2,3,626,1,-1,0,1,1
46,1,1,1,2348,0,0,0,17,9,182,1,-1,0,0,0
45,0,1,1,925,0,0,0,6,1,406,2,-1,0,0,1
48,4,2,2,5689,0,0,0,12,3,262,1,-1,0,0,1
33,9,2,1,163,1,0,0,20,1,627,2,-1,0,1,1
46,1,1,0,-44,0,1,1,22,1,16,13,-1,0,0,0
46,2,1,1,131,1,0,0,20,0,69,2,-1,0,0,0
33,0,1,1,30,1,0,1,5,8,125,2,-1,0,0,0
58,9,1,1,116,0,0,2,16,6,580,3,-1,0,1,0
34,1,1,1,262,0,0,0,1,6,339,1,-1,0,1,1
58,5,0,3,5920,1,0,0,21,9,96,1,121,1,0,0
23,0,2,2,314,0,1,0,8,0,142,4,-1,0,1,1
37,1,1,0,3517,1,0,2,23,8,445,1,-1,0,0,0
32,4,1,2,81,1,0,0,17,9,120,1,-1,0,0,0
33,0,2,1,-15,0,0,1,12,8,326,3,350,2,1,0
73,5,1,0,796,0,0,0,23,0,888,1,182,3,1,1
44,9,1,1,1139,1,0,0,30,4,64,1,-1,0,0,0
46,10,1,1,-125,1,0,2,6,8,23,1,-1,0,0,0
35,1,1,1,74,0,0,0,23,5,248,2,-1,0,0,0
44,7,0,1,608,1,1,2,18,6,19,30,-1,0,0,0
56,0,1,1,2087,1,0,2,12,8,146,1,-1,0,0,0
34,4,2,2,1310,0,1,0,20,9,90,3,-1,0,0,0
29,1,1,1,-312,1,1,0,14,8,130,2,-1,0,0,0
33,9,0,1,464,0,0,0,4,3,207,4,-1,0,0,0
38,4,0,2,162,0,0,0,25,1,323,4,-1,0,0,0
59,4,0,2,258,1,0,1,29,10,266,1,-1,0,1,1
33,9,2,2,538,1,0,2,29,8,359,2,-1,0,0,0
40,9,1,1,2338,0,0,0,16,10,717,2,-1,0,1,1
32,8,2,2,922,0,0,0,18,10,338,2,-1,0,1,0
36,9,1,1,84,1,0,2,20,8,67,1,-1,0,0,0
57,0,0,1,-461,1,1,2,4,6,145,8,-1,0,0,0
30,9,1,1,289,1,0,0,14,1,1184,4,-1,0,1,1
29,4,2,2,0,1,0,2,30,8,539,12,-1,0,0,1
25,1,2,1,1857,1,0,0,12,10,187,1,91,12,1,1
31,8,2,1,3511,0,0,0,6,10,311,1,96,1,1,1
28,6,2,2,5215,0,0,0,2,6,673,1,-1,0,1,0
37,4,1,2,26,0,0,0,17,6,151,7,62,4,0,0
60,4,1,2,0,0,0,0,7,1,401,3,-1,0,1,1
25,1,2,0,2483,0,0,0,10,5,1499,3,-1,0,1,1
47,0,1,1,298,1,0,0,11,8,183,1,-1,0,0,0
27,1,1,0,-413,0,1,2,27,6,422,6,-1,0,1,1
33,0,2,2,146,0,0,0,23,5,351,3,-1,0,0,1
36,0,2,1,1281,0,0,1,24,5,119,2,-1,0,0,0
48,4,1,2,1600,0,0,0,18,9,448,1,-1,0,1,0
37,0,0,2,4708,0,0,0,2,6,238,1,181,2,1,1
42,1,1,1,-755,1,1,2,2,6,312,1,-1,0,0,0
52,10,1,1,94,0,0,0,10,9,293,3,190,10,1,1
60,5,0,2,380,0,0,0,21,5,219,1,-1,0,1,0
44,1,1,0,4031,1,0,0,7,8,983,4,-1,0,1,1
36,4,1,0,3953,1,0,0,19,9,277,1,-1,0,0,0
34,7,2,1,-701,1,0,0,11,8,610,2,-1,0,1,1
60,9,0,1,-50,0,0,0,28,1,433,12,-1,0,1,0
57,5,1,1,168,0,0,0,7,1,342,1,-1,0,0,1
52,6,0,1,385,0,1,0,26,1,96,4,-1,0,0,0
19,8,2,1,372,0,0,1,8,5,444,3,-1,0,1,1
37,10,1,1,80,0,0,0,3,3,248,2,-1,0,0,0
30,0,2,1,585,0,1,0,2,3,7,6,-1,0,0,0
49,9,1,2,1071,0,0,0,17,6,169,1,-1,0,1,1
65,5,0,1,828,0,0,0,13,5,305,1,-1,0,1,1
54,2,1,2,84,0,0,0,29,5,34,2,-1,0,0,0
32,1,1,0,388,1,0,0,15,0,171,2,-1,0,0,0
31,1,1,1,2,1,0,2,20,8,182,2,-1,0,0,1
36,9,1,1,3579,0,0,0,14,1,308,2,-1,0,0,0
30,10,1,2,330,0,0,0,3,5,264,1,80,1,1,1
50,3,1,0,4,0,0,2,16,6,51,1,-1,0,0,0
31,1,1,1,4471,1,0,2,9,8,296,2,-1,0,0,0
27,0,2,2,1993,1,0,0,5,8,102,5,-1,0,0,0
51,1,1,1,568,1,0,2,4,6,37,1,-1,0,0,0
57,5,1,1,466,0,0,0,5,1,641,2,-1,0,1,1
48,1,1,0,237,1,0,2,19,6,18,18,-1,0,0,0
39,1,2,1,175,0,0,0,12,8,17,1,365,2,0,0
31,6,2,1,203,0,1,0,19,9,177,1,-1,0,0,0
